	locus_name	gene_name	gene_special	special_score	gene_locusdist_kbp	distance_score	ppi_score	edges_in_otheractive	ppi_deg_active_cnt	ppi_deg_active_names	ppi_deg	TF_score	TF_indeg	TF_in_active_cnt	TF_in_active_names	TF_outdeg	TF_out_active_cnt	TF_out_active_names	total_score	gene_type	snp_type	gene_pattern	exp_score	gene_mindist	gene_nonzero
27	rs1106399	BZW1	.	0.0	193.243	-24.84207633740259	86.37248861211161	268	0		4	1.956110425985344	0	0	.	0	0	.	63.486522700694366	protein_coding		.	0.03685198381485231	.	.
28	rs1106399	CASP10	.	0.0	179.035	-24.75212450110786	86.31975839725489	270	2	MYLIP;RIOK3	10	1.956110425985344	0	0	.	0	0	.	63.52374432213237	protein_coding		.	0.03824952238360315	.	.
29	rs1106399	CASP8	.	0.0	229.606	-25.06527899513444	85.11613714922402	271	3	PIK3C3;RFFL:coloc;SORBS1	16	1.956110425985344	0	0	.	0	0	.	62.006968580074926	protein_coding		.	0.008392641679704124	.	.
30	rs1106399	CFLAR	.	0.0	112.317	-24.3276302287813	85.57653054125576	268	0		6	1.956110425985344	0	0	.	0	0	.	63.205010738459805	protein_coding		.	0.02781005065799011	.	.
31	rs1106399	CLK1	.	0.0	139.179	-24.496348518654013	85.1582930034112	269	1	FAT1:coloc	12	1.956110425985344	0	0	.	0	0	.	62.61805491074253	protein_coding		.	0.015462869935196579	.	.
32	rs1106399	FAM126B	.	0.0	67.832	-24.08170825578678	87.44426359518735	268	0		0	1.956110425985344	0	0	.	0	0	.	65.31866576538592	protein_coding		.	0.23022394675469288	.	.
33	rs1106399	NDUFB3	.	0.0	67.596	-24.080595732740125	88.18989231068268	270	2	CAV3:omim;FNDC4	4	1.956110425985344	0	0	.	0	0	.	66.0654070039279	protein_coding		s0_11	0.48579841567220405	.	nonzero
34	rs1106399	NIF3L1	.	0.0	114.51	-24.34107197546588	84.896482620636	269	1	DCTD	12	1.956110425985344	0	0	.	0	0	.	62.51152107115546	protein_coding		.	0.013900263857556256	.	.
35	rs1106399	ORC2	.	0.0	40.177	-23.9719876223152	85.57653054125576	268	0		7	1.956110425985344	0	0	.	0	0	.	63.56065334492591	protein_coding		.	0.039687651591935574	mindist	.
36	rs1106399	PPIL3	.	0.0	114.76	-24.34260928079512	86.90686807396966	268	0		2	1.956110425985344	0	0	.	0	0	.	64.52036921915989	protein_coding		.	0.1036226536522649	.	.
37	rs7562790	CRIM1	.	0.0	90.634	-24.20011865515773	88.18989231068268	270	0		1	1.956110425985344	0	0	.	0	0	.	65.94588408151029	protein_coding		s1__1	0.6519913226700708	mindist	nonzero
38	rs7562790	FEZ2	.	0.0	105.856	-24.28852736280865	87.65049717960348	270	0		3	1.956110425985344	0	0	.	0	0	.	65.31808024278016	protein_coding		.	0.34800867732992924	.	.
39	rs16858828	ABHD10	.	0.0	67.07	-24.078125657874967	88.18989231068268	270	1	SOD2	2	1.956110425985344	0	0	.	0	0	.	66.06787707879306	protein_coding		s1_11	0.33336040347250157	mindist	nonzero
40	rs16858828	C3orf52	.	0.0	174.395	-24.722508565845832	85.15481189269838	269	0		9	1.956110425985344	0	0	.	0	0	.	62.38841375283789	protein_coding		.	0.008412854817357065	.	.
41	rs16858828	GCSAM	.	0.0	221.308	-25.01537371213182	87.81795870722344	269	0		0	1.956110425985344	0	0	.	0	0	.	64.75869542107696	protein_coding		.	0.09002096068535682	.	.
42	rs16858828	PHLDB2	.	0.0	179.443	-24.754723745070464	87.05829421488232	272	3	MAPKAP1;SH3PXD2A;SIPA1L1	11	1.956110425985344	0	0	.	0	0	.	64.2596808957972	protein_coding		.	0.05465430657960678	.	.
43	rs16858828	PLCXD2	.	0.0	237.264	-25.11074520036201	88.46050158801275	270	1	PRKAG2:omim	1	1.956110425985344	0	0	.	0	0	.	65.30586681363607	protein_coding		.	0.1555883803087954	.	.
44	rs16858828	TAGLN3	.	0.0	86.982	-24.179868671897623	87.92004010766699	270	1	PAM	3	1.956110425985344	0	0	.	0	0	.	65.69628186175471	protein_coding		.	0.229896447756713	.	.
45	rs16858828	TMPRSS7	.	0.0	122.903	-24.393175279450546	87.54826853808079	269	0		1	1.956110425985344	0	0	.	0	0	.	65.11120368461559	protein_coding		.	0.12806664637966944	.	.
46	rs17211409	CCDC81	.	0.0	48.849	-24.001520476743053	88.18989231068268	270	0		0	1.956110425985344	0	0	.	0	0	.	66.14448225992497	protein_coding		.	0.482182613372404	.	.
47	rs17211409	EED	.	0.0	81.134	-24.148372760905183	73.7608757694945	281	11	ATP2A2;CALM1:omim;CALM2:omim;CALM3:omim;CAND2;FERMT2;OBSCN;PAM;SIPA1L1;STK38;TTN:exome	63	1.956110425985344	0	0	.	0	0	.	51.56861343457466	protein_coding		.	2.254198449149053e-07	.	.
48	rs17211409	HIKESHI	.	0.0	23.676	-23.93022117565065	88.18989231068268	270	0		0	1.956110425985344	0	0	.	0	0	.	66.21578156101737	protein_coding		s1__1	0.5178171612077511	mindist	nonzero
49	rs1362212+rs1419856+rs58437978	TBX20	.	0.0	16.235	-23.9181267701202	88.18989231068268	270	2	TLE3;XCL1	2	1.956110425985344	0	0	.	0	0	.	66.22787596654783	protein_coding		s1_11	1.0	mindist	nonzero
50	rs9296504	ANKRD66	.	0.0	85.165	-24.16995529236764	88.18989231068268	270	0		0	1.956110425985344	0	0	.	0	0	.	65.97604744430038	protein_coding		.	0.16011838485684796	.	.
51	rs9296504	CYP39A1	.	0.0	8.95	-23.9105810875509	88.18989231068268	270	0		0	1.956110425985344	0	0	.	0	0	.	66.23542164911713	protein_coding		.	0.2075324373041781	.	.
52	rs9296504	MEP1A	.	0.0	131.621	-24.448170801595406	87.91959358921665	270	0		1	1.956110425985344	0	0	.	0	0	.	65.42753321360658	protein_coding		.	0.09251762956962446	.	.
53	rs9296504	PLA2G7	.	0.0	73.607	-24.10972834178177	87.91959358921665	270	0		1	1.956110425985344	0	0	.	0	0	.	65.76597567342021	protein_coding		.	0.129780125487058	.	.
54	rs9296504	SLC25A27	.	0.0	8.853	-23.91050979453588	88.18989231068268	270	0		0	1.956110425985344	0	0	.	0	0	.	66.23549294213214	protein_coding		s1__1	0.2075472334447707	mindist	nonzero
55	rs9296504	TDRD6	.	0.0	26.107	-23.93510816494264	88.18989231068268	270	0		0	1.956110425985344	0	0	.	0	0	.	66.21089457172539	protein_coding		.	0.2025041893375207	.	.
56	rs2074238+rs2301696+rs7122937	ASCL2	.	0.0	137.256	-24.48405688279493	85.80276910758106	263	3	CALM1:omim;CALM2:omim;CALM3:omim	3	1.956110425985344	0	0	.	0	0	.	63.27482265077147	protein_coding		.	6.808541602147574e-05	.	.
57	rs2074238+rs2301696+rs7122937	C11orf21	.	0.0	103.836	-24.276472148066244	83.87255327162701	260	0		0	1.956110425985344	0	0	.	0	0	.	61.55219154954611	protein_coding		.	1.2159757496990767e-05	.	.
58	rs2074238+rs2301696+rs7122937	CD81	.	0.0	29.577	-23.94286152213069	79.38440514893772	265	5	ATP1B1;CDH2;PAM;SLC12A7:exome;TENM2	25	1.956110425985344	0	0	.	0	0	.	57.39765405279236	protein_coding		.	1.9082365243702855e-07	.	.
59	rs2074238+rs2301696+rs7122937	INS	.	0.0	244.55	-25.153462283386464	76.69243501178939	263	3	MAPKAP1;NKX6-1;TNS3	31	1.956110425985344	0	0	.	0	0	.	53.49508315438827	protein_coding		.	3.852717785166871e-09	.	.
60	rs2074238+rs2301696+rs7122937	KCNQ1	omim,exome	6.64536699267558	18.889	-23.92193888833148	88.18989231068268	270	10	AKAP9:omim;AMPD3;ANK2:omim;ATP1B1;CALM1:omim;CALM2:omim;CALM3:omim;CAND2;FERMT2;KCNE1:omim	17	1.956110425985344	0	0	.	0	0	.	72.86943084101212	protein_coding		s0111	0.9998606768655874	.	nonzero
61	rs2074238+rs2301696+rs7122937	TH	.	0.0	233.949	-25.091134451414327	85.27202356654556	263	3	CREBBP;FGFR1;MAP3K7	5	2.016300116055982	2	1	PITX3:coloc	0	0	.	62.19718923118721	protein_coding		.	2.317628633734446e-05	.	.
62	rs2074238+rs2301696+rs7122937	TRPM5	.	0.0	17.258	-23.91952963081216	83.87255327162701	260	0		0	1.956110425985344	0	0	.	0	0	.	61.9091340668002	protein_coding		.	1.737573079849835e-05	.	.
63	rs2074238+rs2301696+rs7122937	TSPAN32	.	0.0	103.757	-24.27600246609668	83.87255327162701	260	0		0	1.956110425985344	0	0	.	0	0	.	61.55266123151568	protein_coding		.	1.2165470057279709e-05	.	.
64	rs2074238+rs2301696+rs7122937	TSSC4	.	0.0	5.266	-23.90841670753542	82.82538335756279	260	0		4	1.956110425985344	0	0	.	0	0	.	60.87307707601271	protein_coding		.	6.165797330981167e-06	mindist	.
65	rs10841486	PDE3A	.	0.0	49.269	-24.00307262424064	88.18989231068268	270	1	SLC8A1	4	1.956110425985344	0	0	.	0	0	.	66.1429301124274	protein_coding		s1_11	1.0	mindist	nonzero
66	rs140367586+rs17881696+rs7808970	ACHE	coloc	2.425762480924711	0.148	-23.907269679227653	88.18989231068268	270	1	HAND1	1	1.956110425985344	0	0	.	0	0	.	68.66449553836509	protein_coding		s1111	0.4257835657396656	mindist	nonzero
67	rs140367586+rs17881696+rs7808970	ACTL6B	.	0.0	159.982	-24.63002389446697	87.65049717960348	270	1	DPF3	3	1.90672094682894	0	0	.	0	0	.	64.92719423196544	protein_coding		.	0.010141438470712237	.	.
68	rs140367586+rs17881696+rs7808970	AGFG2	.	0.0	56.088	-24.0297520121218	87.0109342011786	269	0		2	1.90672094682894	0	0	.	0	0	.	64.88790313588574	protein_coding		.	0.009750696838185587	.	.
69	rs140367586+rs17881696+rs7808970	AP4M1	.	0.0	66.617	-24.076009004144705	87.0109342011786	269	0		2	1.90672094682894	0	0	.	0	0	.	64.84164614386283	protein_coding		.	0.009309931755409543	.	.
70	rs140367586+rs17881696+rs7808970	AZGP1	.	0.0	200.573	-24.88795597025269	86.21023921687735	269	0		5	1.90672094682894	0	0	.	0	0	.	63.229004193453605	protein_coding		.	0.0018560300233495658	.	.
71	rs140367586+rs17881696+rs7808970	C7orf61	.	0.0	26.495	-23.93592997247456	87.54849166290128	269	0		0	1.90672094682894	0	0	.	0	0	.	65.51928263725567	protein_coding		.	0.018333284893881033	.	.
72	rs140367586+rs17881696+rs7808970	CNPY4	.	0.0	48.532	-24.000356194193937	87.279335171699	269	0		1	1.90672094682894	0	0	.	0	0	.	65.185699924334	protein_coding		.	0.013133097117373758	.	.
73	rs140367586+rs17881696+rs7808970	COPS6	.	0.0	79.197	-24.138213872442435	81.91170491179682	270	1	EDN1	24	1.90672094682894	0	0	.	0	0	.	59.68021198618332	protein_coding		.	5.3378224522241866e-05	.	.
74	rs140367586+rs17881696+rs7808970	EPHB4	.	0.0	68.623	-24.085456249091163	86.74328622534155	269	0		3	1.90672094682894	0	0	.	0	0	.	64.56455092307932	protein_coding		.	0.007056763652423273	.	.
75	rs140367586+rs17881696+rs7808970	EPO	.	0.0	175.27	-24.72810094016753	87.0109342011786	269	0		2	1.90672094682894	0	0	.	0	0	.	64.18955420784002	protein_coding		.	0.004850053932512697	.	.
76	rs140367586+rs17881696+rs7808970	FBXO24	.	0.0	100.867	-24.2589170615974	87.279335171699	269	0		1	1.90672094682894	0	0	.	0	0	.	64.92713905693054	protein_coding		.	0.01014087893192709	.	.
77	rs140367586+rs17881696+rs7808970	GAL3ST4	.	0.0	0.882	-23.90730099269688	87.54849166290128	269	0		0	1.90672094682894	0	0	.	0	0	.	65.54791161703334	protein_coding		.	0.01886573349999148	.	.
78	rs140367586+rs17881696+rs7808970	GIGYF1	.	0.0	206.29	-24.923452321300783	86.26251550090012	272	3	MAPKAP1;SH3PXD2A;SIPA1L1	13	1.90672094682894	0	0	.	0	0	.	63.24578412642828	protein_coding		.	0.0018874368480254313	.	.
79	rs140367586+rs17881696+rs7808970	GJC3	.	0.0	244.9	-25.155500844631494	87.54849166290128	269	0		0	1.90672094682894	0	0	.	0	0	.	64.29971176509873	protein_coding		.	0.005414861929002075	.	.
80	rs140367586+rs17881696+rs7808970	GNB2	.	0.0	190.452	-24.824506042179102	86.10678786894177	273	4	GNG11:coloc;GNG3;KCNJ5:coloc,omim;USP50	18	1.90672094682894	0	0	.	0	0	.	63.1890027735916	protein_coding		.	0.0017832515132110301	.	.
81	rs140367586+rs17881696+rs7808970	GPC2	.	0.0	1.44	-23.907354655809964	87.54849166290128	269	0		0	1.90672094682894	0	0	.	0	0	.	65.54785795392026	protein_coding		.	0.018864721133164983	.	.
82	rs140367586+rs17881696+rs7808970	LAMTOR4	.	0.0	19.248	-23.922497556080483	87.54849166290128	269	0		0	1.90672094682894	0	0	.	0	0	.	65.53271505364974	protein_coding		.	0.01858120657638903	.	.
83	rs140367586+rs17881696+rs7808970	LRCH4	.	0.0	93.828	-24.21816293995516	87.54849166290128	269	0		0	1.90672094682894	0	0	.	0	0	.	65.23704966977508	protein_coding		.	0.013825093174177048	.	.
84	rs140367586+rs17881696+rs7808970	MBLAC1	.	0.0	41.381	-23.975792709249173	87.0109342011786	269	0		2	1.90672094682894	0	0	.	0	0	.	64.94186243875836	protein_coding		.	0.010291291538461917	.	.
85	rs140367586+rs17881696+rs7808970	MCM7	.	0.0	66.796	-24.076844206960207	81.52242530339694	271	2	SIPA1L1;SNTA1:omim	26	1.90672094682894	0	0	.	0	0	.	59.35230204326568	protein_coding		.	3.845516200710531e-05	.	.
86	rs140367586+rs17881696+rs7808970	MEPCE	.	0.0	54.793	-24.02447627301826	77.83287444047306	271	2	STK38;TTN:exome	37	1.90672094682894	0	0	.	0	0	.	55.71511911428375	protein_coding		.	1.0123860904589229e-06	.	.
87	rs140367586+rs17881696+rs7808970	MOSPD3	.	0.0	128.987	-24.431478450991182	87.279335171699	269	0		1	1.90672094682894	0	0	.	0	0	.	64.75457766753675	protein_coding		.	0.008533616831355326	.	.
88	rs140367586+rs17881696+rs7808970	MUC12	.	0.0	73.885	-24.11111442805317	87.54849166290128	269	0		0	1.90672094682894	0	0	.	0	0	.	65.34409818167705	protein_coding		.	0.015387166207502924	.	.
89	rs140367586+rs17881696+rs7808970	MUC17	.	0.0	124.334	-24.402149186411627	87.279335171699	269	0		1	1.90672094682894	0	0	.	0	0	.	64.78390693211631	protein_coding		.	0.00878760801778071	.	.
90	rs140367586+rs17881696+rs7808970	MUC3A	.	0.0	53.796	-24.020480038209	87.54849166290128	269	0		0	1.90672094682894	0	0	.	0	0	.	65.43473257152122	protein_coding		.	0.01684692569260252	.	.
91	rs140367586+rs17881696+rs7808970	NYAP1	.	0.0	0.812	-23.907296081316016	87.279335171699	269	0		1	1.90672094682894	0	0	.	0	0	.	65.27876003721192	protein_coding		.	0.014413937989129683	.	.
92	rs140367586+rs17881696+rs7808970	PCOLCE	.	0.0	119.248	-24.37036683828861	87.279335171699	269	0		1	1.90672094682894	0	0	.	0	0	.	64.81568928023933	protein_coding		.	0.0090713844893753	.	.
93	rs140367586+rs17881696+rs7808970	PILRA	.	0.0	115.585	-24.3476893340594	87.91981684818285	270	1	SORBS1	2	1.90672094682894	0	0	.	0	0	.	65.47884846095239	protein_coding		.	0.017606780404424052	.	.
94	rs140367586+rs17881696+rs7808970	PILRB	.	0.0	130.939	-24.443843206169248	87.279335171699	269	0		1	1.90672094682894	0	0	.	0	0	.	64.7422129123587	protein_coding		.	0.008428750408333309	.	.
95	rs140367586+rs17881696+rs7808970	POP7	.	0.0	189.617	-24.81923925098454	86.74328622534155	269	0		2	1.90672094682894	0	0	.	0	0	.	63.83076792118595	protein_coding		.	0.0033878772263539456	.	.
96	rs140367586+rs17881696+rs7808970	PPP1R35	.	0.0	46.979	-23.99474285948348	87.0109342011786	269	0		2	1.90672094682894	0	0	.	0	0	.	64.92291228852406	protein_coding		.	0.010098106244046409	.	.
97	rs140367586+rs17881696+rs7808970	PVRIG	.	0.0	50.075	-24.006081616957644	87.0109342011786	269	0		2	1.90672094682894	0	0	.	0	0	.	64.9115735310499	protein_coding		.	0.009984252963580192	.	.
98	rs140367586+rs17881696+rs7808970	SAP25	.	0.0	90.532	-24.199547409499143	87.54849166290128	269	0		0	1.90672094682894	0	0	.	0	0	.	65.25566520023108	protein_coding		.	0.014084865010795608	.	.
99	rs140367586+rs17881696+rs7808970	SERPINE1	.	0.0	231.366	-25.075779079777192	87.0109342011786	269	0		2	1.956110425985344	0	0	.	0	0	.	63.89126554738675	protein_coding		.	0.0035991624461257795	.	.
100	rs140367586+rs17881696+rs7808970	SLC12A9	.	0.0	68.918	-24.086861546541325	87.279335171699	269	0		1	1.90672094682894	0	0	.	0	0	.	65.09919457198662	protein_coding		.	0.01204476576404232	.	.
101	rs140367586+rs17881696+rs7808970	SPDYE3	.	0.0	139.536	-24.498632557589264	87.54849166290128	269	0		0	1.90672094682894	0	0	.	0	0	.	64.95658005214096	protein_coding		.	0.010443874865518094	.	.
102	rs140367586+rs17881696+rs7808970	SRRT	coloc	2.425762480924711	20.635	-23.92475161903861	86.58072617923932	270	1	CACNA1C:omim	7	1.90672094682894	0	0	.	0	0	.	66.98845798795436	protein_coding		.	0.07967003997167148	.	.
103	rs140367586+rs17881696+rs7808970	STAG3	.	0.0	9.397	-23.910919592989814	86.74328622534155	269	0		3	1.90672094682894	0	0	.	0	0	.	64.73908757918068	protein_coding		.	0.008402448876966012	.	.
104	rs140367586+rs17881696+rs7808970	TAF6	.	0.0	53.551	-24.01950683087052	87.38193078225001	270	1	TBX5	4	1.90672094682894	0	0	.	0	0	.	65.26914489820842	protein_coding		.	0.014276010132162842	.	.
105	rs140367586+rs17881696+rs7808970	TFR2	.	0.0	158.435	-24.620070697234624	86.74328622534155	269	0		2	1.90672094682894	0	0	.	0	0	.	64.02993647493587	protein_coding		.	0.004134523524995845	.	.
106	rs140367586+rs17881696+rs7808970	TRAPPC14	.	0.0	11.726	-23.91294776210648	87.54849166290128	269	0		0	1.90672094682894	0	0	.	0	0	.	65.54226484762376	protein_coding		.	0.0187595032642685	.	.
107	rs140367586+rs17881696+rs7808970	TRIM4	.	0.0	249.061	-25.179641142595028	87.0109342011786	269	0		2	1.90672094682894	0	0	.	0	0	.	63.73801400541251	protein_coding		.	0.003087771466822121	.	.
108	rs140367586+rs17881696+rs7808970	TRIM56	.	0.0	189.743	-24.820034294275533	84.89062469655427	269	0		10	1.90672094682894	0	0	.	0	0	.	61.97731134910768	protein_coding		.	0.0005308620768599388	.	.
109	rs140367586+rs17881696+rs7808970	TRIP6	.	0.0	28.351	-23.94001874036833	85.62985194868264	271	2	FARS2;SCN10A:coloc,exome,omim	13	1.90672094682894	0	0	.	0	0	.	63.59655415514325	protein_coding		.	0.0026804636205304995	.	.
110	rs140367586+rs17881696+rs7808970	TSC22D4	.	0.0	5.613	-23.90857287519171	85.52284831574124	270	1	MYLIP	10	1.90672094682894	0	0	.	0	0	.	63.52099638737848	protein_coding		.	0.0024853960038328914	.	.
111	rs140367586+rs17881696+rs7808970	UFSP1	.	0.0	7.017	-23.909306121620222	88.56140499574691	271	2	TBX3;TCF7L2	3	1.90672094682894	0	0	.	0	0	.	66.55881982095563	protein_coding		.	0.051844841359657154	.	.
112	rs140367586+rs17881696+rs7808970	ZAN	.	0.0	162.143	-24.643922594183955	87.54849166290128	269	0		0	1.90672094682894	0	0	.	0	0	.	64.81129001554626	protein_coding		.	0.009031564720945726	.	.
113	rs140367586+rs17881696+rs7808970	ZCWPW1	.	0.0	81.072	-24.148045401630004	87.54849166290128	269	0		0	1.90672094682894	0	0	.	0	0	.	65.30716720810022	protein_coding		.	0.01482926844085137	.	.
114	rs140367586+rs17881696+rs7808970	ZKSCAN1	.	0.0	152.57	-24.58232697686336	87.54849166290128	269	0		0	1.90672094682894	0	0	.	0	0	.	64.87288563286687	protein_coding		.	0.009605359750482172	.	.
115	rs140367586+rs17881696+rs7808970	ZNF3	.	0.0	86.439	-24.176894516557542	87.279335171699	269	0		1	1.90672094682894	0	0	.	0	0	.	65.00916160197039	protein_coding		.	0.011007724120219785	.	.
116	rs140367586+rs17881696+rs7808970	ZSCAN21	.	0.0	118.392	-24.36505026952545	87.0109342011786	269	0		2	1.90672094682894	0	0	.	0	0	.	64.55260487848209	protein_coding		.	0.006972964768284581	.	.
117	rs79121763	CDRT4	.	0.0	175.659	-24.730586082803217	86.19344994678546	264	0		1	1.956110425985344	0	0	.	0	0	.	63.41897428996759	protein_coding		.	0.04745047483014661	.	.
118	rs79121763	PMP22	.	0.0	28.772	-23.94098227165921	88.18989231068268	270	6	HAND1;ID2;KLF12:coloc;MYLIP;SCN3B:omim;TRDN:omim	14	1.956110425985344	0	0	.	0	0	.	66.20502046500881	protein_coding		s0_11	0.7694936545182695	.	nonzero
119	rs79121763	TEKT3	.	0.0	15.039	-23.91659308172521	86.19344994678546	264	0		1	1.956110425985344	0	0	.	0	0	.	64.2329672910456	protein_coding		.	0.10709106347632578	mindist	.
120	rs79121763	TVP23C-CDRT4	.	0.0	144.059	-24.52761898532697	86.46106648690146	264	0		0	1.956110425985344	0	0	.	0	0	.	63.88955792755983	protein_coding		.	0.07596480717525812	.	.
