uniprot1	uniprot2	symbol1	symbol2	methods	pmids	db_with_ppi	evidence_type	n_methods	n_exp_pmids	n_pred_pmids	n_pmids	evidence_exp	evidence_ortho	evidence_comp	adipose tissue	adrenal gland	amygdala	bone	bone marrow	brain	dorsal root ganglia	heart	hypothalamus	kidney	liver	lung	lymph nodes	mammary gland	ovary	pancreas	pituitary gland	placenta	prostate	salivary gland	skeletal muscle	small intestine	spleen	stomach	testes	uterus	synovial macrophages	chondrocytes	growth plate cartilage	synovial membrane	articular cartilage	putamen, left	superior frontal gyrus, left, medial bank of gyrus	middle temporal gyrus, left, inferior bank of gyrus	superior frontal gyrus, left, lateral bank of gyrus	middle temporal gyrus, left, superior bank of gyrus	cingulate gyrus, frontal part, left, inferior bank of gyrus	pontine nuclei, left	spinal trigeminal nucleus, left	claustrum, left	inferior temporal gyrus, left, bank of the its	middle frontal gyrus, left, superior bank of gyrus	cingulate gyrus, frontal part, left, superior bank of gyrus	inferior temporal gyrus, left, bank of mts	middle frontal gyrus, left, inferior bank of gyrus	lingual gyrus, left, peristriate	superior temporal gyrus, left, inferior bank of gyrus	superior temporal gyrus, left, lateral bank of gyrus	parahippocampal gyrus, left, lateral bank of gyrus	body of caudate nucleus, left	lingual gyrus, left, striate	subiculum, left	CA1 field, left	inferior temporal gyrus, left, lateral bank of gyrus	superior parietal lobule, left, inferior bank of gyrus	head of caudate nucleus, left	precuneus, left, inferior lateral bank of gyrus	CA3 field, left	dentate gyrus, left	inferior olivary complex, left	medial orbital gyrus, left	postcentral gyrus, left, superior lateral aspect of gyrus	substantia nigra, pars compacta, left	CA4 field, left	fusiform gyrus, left, bank of the its	gyrus rectus, left	lateral group of nuclei, left, ventral division	parahippocampal gyrus, left, bank of the cos	precuneus, left, superior lateral bank of gyrus	striatum	telencephalon	putamen	cerebral nuclei	basal ganglia	cerebral cortex	superior frontal gyrus	frontal lobe	superior frontal gyrus, left	middle temporal gyrus, left	middle temporal gyrus	temporal lobe	cingulate gyrus, frontal part, left	cingulate gyrus, frontal part	cingulate gyrus	limbic lobe	basal part of pons	metencephalon	pontine nuclei	pons	spinal trigeminal nucleus	myelencephalon	claustrum	inferior temporal gyrus, left	inferior temporal gyrus	middle frontal gyrus, left	middle frontal gyrus	occipital lobe	lingual gyrus, left	lingual gyrus	superior temporal gyrus	superior temporal gyrus, left	parahippocampal gyrus, left	parahippocampal gyrus	body of the caudate nucleus	caudate nucleus	hippocampal formation	subiculum	CA1 field	parietal lobe	superior parietal lobule, left	superior parietal lobule	head of the caudate nucleus	precuneus	precuneus, left	CA3 field	dentate gyrus	inferior olivary complex	medial orbital gyrus	postcentral gyrus	postcentral gyrus, left	midbrain tegmentum	substantia nigra	substantia nigra, left	mesencephalon	CA4 field	fusiform gyrus, left	fusiform gyrus	gyrus rectus	dorsal thalamus	thalamus	diencephalon	lateral group of nuclei, ventral division	lateral group of nuclei	1 cell embryo	2 cell embryo	4 cell embryo	8 cell embryo	morula	blastocyst	Golgi apparatus	cytoplasm	cytoskeleton	endoplasmic reticulum	extracellular space	mitochondrion	nuclear matrix	nucleolus	nucleoplasm	nucleus	peroxisome	plasma membrane	vacuole	breast_cancer	breast_carcinoma	prostate_cancer	prostate_carcinoma	stomach_cancer	large_intestine_cancer	colorectal_cancer	ovarian_cancer	melanoma	malignant_glioma	lung_carcinoma	stomach_carcinoma	alzheimer_s_disease	leukemia	non_small_cell_lung_carcinoma	urinary_bladder_cancer	colon_carcinoma	coronary_artery_disease	rheumatoid_arthritis	acute_myeloid_leukemia	schizophrenia	obesity	squamous_cell_carcinoma	colon_cancer	glioblastoma_multiforme	type_2_diabetes_mellitus	pancreatic_carcinoma	adenocarcinoma	liver_cancer	neuroblastoma	diabetes_mellitus	multiple_myeloma	asthma	lymphoma	atherosclerosis	hypertension	chronic_lymphocytic_leukemia	cancer	thoracic_cancer	organ_system_cancer	male_reproductive_organ_cancer	reproductive_organ_cancer	gastrointestinal_system_cancer	intestinal_cancer	female_reproductive_organ_cancer	cell_type_cancer	respiratory_system_cancer	lung_cancer	tauopathy	nervous_system_disease	neurodegenerative_disease	central_nervous_system_disease	disease_of_anatomical_entity	immune_system_cancer	hematologic_cancer	urinary_system_cancer	artery_disease	cardiovascular_system_disease	vascular_disease	bone_disease	bone_inflammation_disease	arthritis	connective_tissue_disease	musculoskeletal_system_disease	myeloid_leukemia	cognitive_disorder	psychotic_disorder	disease_of_mental_health	overnutrition	acquired_metabolic_disease	disease_of_metabolism	nutrition_disease	carcinoma	astrocytoma	glucose_metabolism_disease	carbohydrate_metabolism_disease	pancreatic_cancer	endocrine_gland_cancer	autonomic_nervous_system_neoplasm	peripheral_nervous_system_neoplasm	nervous_system_cancer	bone_marrow_cancer	myeloid_neoplasm	lower_respiratory_tract_disease	respiratory_system_disease	lung_disease	bronchial_disease	obstructive_lung_disease	arteriosclerotic_cardiovascular_disease	arteriosclerosis	lymphocytic_leukemia	enzymes	ion channels	receptors	transporters	targeted by drugs	drugs targeting both proteins	drugs targeting one or both proteins	orthologs targeted by drugs	drugs targeting orthologs of both proteins	drugs targeting orthologs of one or both proteins	alpaca	cat	chicken	cow	dog	duck	fly	guinea_pig	horse	mouse	pig	rabbit	rat	sheep	turkey	worm	yeast	in_complex	complexes with both proteins	complexes with one or both proteins	directed	bidirected	directions	direction information	stable	transient	mutation effects summary	# of causing mutations	# of decreasing mutations	# of decreasing rate mutations	# of decreasing strength mutations	# of disrupting mutations	# of disrupting rate mutations	# of disrupting strength mutations	# of increasing mutations	# of increasing rate mutations	# of increasing strength mutations	# of no effect mutations	# of unknown effect mutations	causing mutations	decreasing mutations	decreasing rate mutations	decreasing strength mutations	disrupting mutations	disrupting rate mutations	disrupting strength mutations	increasing mutations	increasing rate mutations	increasing strength mutations	no effect mutations	unknown effect mutations
O75553	P51693	DAB1	APLP1	affinity chromatography technology|pull down|two hybrid	10460257	biogrid|hprd|iid	exp|ortho|pred	3	1	0	1	1	1	1	1	1	2	0	0	2	2	1	2	1	1	0	1	1	0	2	1	0	1	1	1	1	0	2	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-	Zinc|Copper	0	-	-	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	-	-	0	0	-	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-
P05549	Q99967	TFAP2A	CITED2	far western blotting|pull down|two hybrid	11744733|12586840	biogrid|hprd|iid|intact	exp|ortho|pred	3	2	0	2	1	1	1	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	2	2	1	2	1	0	0	0	0	0	2	2	0	0	0	2	2	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	2	2	2	1	1	1	1	1	1	1	1	0	0	0	0	2	1	1	1	2	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	-	-	0	-	-	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	-	-	0	0	-	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-
P05549	Q09472	TFAP2A	EP300	affinity chromatography technology|anti tag coimmunoprecipitation|two hybrid	12586840|25669978	biogrid|hprd|iid|intact	exp|pred	3	2	0	2	1	0	1	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	0	0	0	0	0	2	2	0	0	0	2	2	2	2	1	1	1	1	2	0	2	1	1	1	2	0	1	0	0	1	1	0	2	1	0	1	1	1	0	0	1	1	0	1	1	0	0	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	1	2	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	2	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	-	-	0	-	-	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	-	HES1 promoter-Notch enhancer complex (CORUM)|TC-NER incision complex (Reactome)|NOTCH1 Coactivator Complex (Reactome)|ESR2-TRAP/Mediator coactivator complex (CORUM)|TC-NER pre-incision complex (Reactome)|ESR1-TRAP/Mediator coactivator-complex (CORUM)	0	0	-	-	0	0	decreasing/disrupting	0	0	0	0	1	0	0	0	0	0	0	0	-	-	-	-	(Q09472:p.Asp1399Tyr,EBI-939099)	-	-	-	-	-	-	-
P04114	P55157	APOB	MTTP	affinity chromatography technology|anti bait coimmunoprecipitation|anti tag coimmunoprecipitation|two hybrid	11358959|26224785|27487388|9915855	biogrid|hprd|iid|intact	exp|pred	4	4	0	4	1	0	1	1	1	1	1	1	1	1	1	1	1	2	0	0	1	2	1	1	0	0	1	1	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	1	1	2	2	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	1	0	2	0	0	1	2	0	0	1	0	2	0	0	0	2	1	0	2	2	2	0	0	1	0	0	1	1	1	1	1	1	1	2	1	1	0	2	2	2	1	1	1	1	1	1	0	0	0	2	2	2	2	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	2	1	-	Implitapide|Lomitapide|Hesperetin	0	-	-	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	-	-	1	0	<	VLDL assembly (Reactome)|Chylomicron assembly (Reactome)	0	0	increasing	0	0	0	0	0	0	0	0	0	1	8	0	-	-	-	-	-	-	-	-	-	(P55157:p.Asp361Glu,EBI-25471260)	(P55157:p.Lys187Arg,EBI-22054237)|(P55157:p.Lys187Leu,EBI-22054210)|(P55157:p.Lys189Arg,EBI-22054239)|(P55157:p.Asp361Glu,EBI-25471258)|(P55157:p.Asp169Val,EBI-22054085)|(P55157:p.Lys189Leu,EBI-22054216)|(P55157:p.Asp361Tyr,EBI-25471047)|(P55157:p.Asp169Glu,EBI-22054235)	-
P32121	Q12967	ARRB2	RALGDS	affinity chromatography technology|two hybrid	12105416	biogrid|hprd|iid	exp|pred	2	1	0	1	1	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	1	2	1	1	1	0	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	1	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	0	2	2	1	1	1	0	2	0	0	0	0	0	0	0	2	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	2	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	-	-	0	1	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	-	-	0	0	-	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-
P07333	P62993	CSF1R	GRB2	affinity chromatography technology|pull down|two hybrid	10025673|7597091|8262059|9178909|9380408	biogrid|hprd|iid	exp|ortho|pred	3	5	0	5	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	1	1	0	0	1	0	0	1	2	2	0	2	0	2	2	1	1	0	0	0	0	1	1	2	0	2	2	1	0	0	0	1	1	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	2	0	1	0	1	-	Imatinib|Sunitinib|ABT-869|Pegademase bovine	0	-	-	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	-	-	0	0	-	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-
P48634	P62993	PRRC2A	GRB2	two hybrid	14667819|21988832	biogrid|hprd|intact	exp	1	2	0	2	1	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	1	1	2	0	0	2	0	0	1	2	2	0	2	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	2	1	1	0	0	0	0	1	1	1	2	2	0	2	2	2	1	1	1	1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	-	Pegademase bovine	0	-	-	0	1	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	-	-	0	0	-	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-
O15116	O43776	LSM1	NARS1	two hybrid	15231747	biogrid|hprd|intact	exp	1	1	0	1	1	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	0	2	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	-	L-Asparagine	0	-	-	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	-	-	0	0	-	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-
P02730	Q9BWU0	SLC4A1	SLC4A1AP	pull down|two hybrid	11934690|9422766	biogrid|hprd|iid	exp|pred	2	2	0	2	1	0	1	2	1	1	2	2	1	1	1	1	2	1	1	1	2	1	1	1	2	1	2	2	1	1	1	1	1	0	1	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	0	2	1	0	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-	-	0	-	-	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	-	-	0	0	-	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-
P20749	Q99728	BCL3	BARD1	pull down|two hybrid	10362352	bci|biogrid|hprd|iid	exp|pred	2	1	0	1	1	0	1	1	1	0	2	2	0	1	1	0	1	1	1	2	2	2	1	0	1	2	1	2	1	2	2	2	2	0	0	1	0	1	1	1	2	1	2	2	1	1	1	2	1	1	2	1	2	1	2	2	1	2	1	1	2	2	1	1	1	1	1	1	2	1	1	2	1	2	2	2	1	2	1	1	1	2	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	2	2	2	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	2	2	1	1	1	1	1	2	2	1	2	2	2	2	2	1	1	1	1	1	1	0	2	0	0	0	0	0	0	2	2	0	1	0	2	2	0	0	0	1	1	2	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	2	2	2	0	2	2	2	2	1	2	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-	-	0	-	-	0	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	-	-	0	0	-	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-
